Date,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
,13:30,USD,2,Average Hourly Earnings (YoY) (YoY) (Jan),4.40%,4.30%,4.80%
,13:30,USD,1,Average Weekly Hours (Jan),34.7,34.3,34.4
,13:30,USD,1,Government Payrolls (Jan),74.0K,,-9.0K
,13:30,USD,1,Manufacturing Payrolls (Jan),19K,6K,12K
,13:30,USD,3,Nonfarm Payrolls (Jan),517K,185K,260K
,13:30,USD,2,Participation Rate (Jan),62.40%,,62.30%
,13:30,USD,1,Payrolls Benchmark,568,,374
,13:30,USD,1,"Payrolls Benchmark, n.s.a.",506.00K,,462.00K
,13:30,USD,2,Private Nonfarm Payrolls (Jan),443K,190K,269K
,13:30,USD,2,U6 Unemployment Rate (Jan),6.60%,,6.50%
,13:30,USD,3,Unemployment Rate (Jan),3.40%,3.60%,3.50%
,14:45,USD,2,S&P Global Composite PMI (Jan),46.8,46.6,45
,14:45,USD,3,S&P Global Services PMI (Jan),46.8,46.6,44.7
,15:00,USD,1,ISM Non-Manufacturing Business Activity (Jan),60.4,54.5,53.5
,15:00,USD,2,ISM Non-Manufacturing Employment (Jan),50,,49.4
,15:00,USD,1,ISM Non-Manufacturing New Orders (Jan),60.4,,45.2
,15:00,USD,3,ISM Non-Manufacturing PMI (Jan),55.2,50.4,49.2
,15:00,USD,3,ISM Non-Manufacturing Prices (Jan),67.8,,68.1
,18:00,USD,2,U.S. Baker Hughes Oil Rig Count,599,,609
,18:00,USD,2,U.S. Baker Hughes Total Rig Count,759,,771
"Monday, February 6, 2023",15:00,USD,1,CB Employment Trends Index (Jan),118.74,,117.06
,16:30,USD,1,3-Month Bill Auction,4.59%,,4.60%
,16:30,USD,1,6-Month Bill Auction,4.76%,,4.68%
,18:00,USD,1,Loan Officer Survey,,,
"Tuesday, February 7, 2023",13:30,USD,2,Exports,250.20B,,252.40B
,13:30,USD,2,Imports,317.60B,,313.40B
,13:30,USD,2,Trade Balance (Dec),-67.40B,-68.50B,-61.00B
,13:55,USD,1,Redbook (YoY),4.30%,,4.90%
,15:00,USD,1,IBD/TIPP Economic Optimism,45.1,,42.3
,17:00,USD,2,EIA Short-Term Energy Outlook,,,
,17:40,USD,3,Fed Chair Powell Speaks,,,
,18:00,USD,2,3-Year Note Auction,4.07%,,3.98%
,19:00,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,20:00,USD,2,Consumer Credit (Dec),11.56B,25.00B,33.11B
,21:30,USD,2,API Weekly Crude Oil Stock,-2.184M,2.150M,6.330M
"Wednesday, February 8, 2023",12:00,USD,1,MBA 30-Year Mortgage Rate,6.18%,,6.19%
,12:00,USD,1,MBA Mortgage Applications (WoW),7.40%,,-9.00%
,12:00,USD,1,MBA Purchase Index,190,,184.3
,12:00,USD,1,Mortgage Market Index,249.5,,232.4
,12:00,USD,1,Mortgage Refinance Index,549.3,,466.6
,14:15,USD,2,FOMC Member Williams Speaks,,,
,15:00,USD,2,Fed Vice Chair for Supervision Barr Speaks,,,
,15:00,USD,1,Wholesale Inventories (MoM) (Dec),0.10%,0.10%,0.90%
,15:00,USD,1,Wholesale Trade Sales (MoM) (Dec),0.00%,-0.30%,-1.40%
,15:30,USD,3,Crude Oil Inventories,2.423M,2.457M,4.140M
,15:30,USD,1,EIA Refinery Crude Runs (WoW),0.449M,,-0.020M
,15:30,USD,1,Crude Oil Imports,0.367M,,2.593M
,15:30,USD,2,Cushing Crude Oil Inventories,1.043M,,2.315M
,15:30,USD,1,Distillate Fuel Production,-0.028M,,0.100M
,15:30,USD,1,EIA Weekly Distillates Stocks,2.932M,0.097M,2.320M
,15:30,USD,1,Gasoline Production,-0.350M,,0.612M
,15:30,USD,1,Heating Oil Stockpiles,-0.115M,,-0.328M
,15:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),2.20%,0.70%,-0.40%
,15:30,USD,1,Gasoline Inventories,5.008M,1.271M,2.576M
,16:00,USD,1,Thomson Reuters IPSOS PCSI (Feb),51.57,,50.23
,17:00,USD,2,WASDE Report,,,
,18:01,USD,3,10-Year Note Auction,3.61%,,3.58%
,18:45,USD,2,Fed Waller Speaks,,,
,20:30,USD,2,Fed's Balance Sheet,"8,435B",,"8,434B"
"Thursday, February 9, 2023",13:30,USD,2,Continuing Jobless Claims,"1,688K","1,658K","1,650K"
,13:30,USD,3,Initial Jobless Claims,196K,190K,183K
,13:30,USD,1,Jobless Claims 4-Week Avg.,189.25K,,191.75K
,15:30,USD,1,Natural Gas Storage,-217B,-195B,-151B
,16:30,USD,1,4-Week Bill Auction,4.52%,,4.49%
,16:30,USD,1,8-Week Bill Auction,4.60%,,4.51%
,18:00,USD,3,30-Year Bond Auction,3.69%,,3.59%
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,3.034T,,3.030T
"Friday, February 10, 2023",15:00,USD,2,Michigan 1-Year Inflation Expectations (Feb),4.20%,4.00%,3.90%
,15:00,USD,2,Michigan 5-Year Inflation Expectations (Feb),2.90%,2.90%,2.90%
,15:00,USD,2,Michigan Consumer Expectations (Feb),62.3,62.9,62.7
,15:00,USD,2,Michigan Consumer Sentiment (Feb),66.4,65,64.9
,15:00,USD,1,Michigan Current Conditions (Feb),72.6,68,68.4
,17:30,USD,2,Fed Waller Speaks,,,
,18:00,USD,2,U.S. Baker Hughes Oil Rig Count,609,,599
,18:00,USD,2,U.S. Baker Hughes Total Rig Count,761,,759
,19:00,USD,2,Federal Budget Balance (Jan),-39.0B,-63.0B,-85.0B
,21:00,USD,2,FOMC Member Harker Speaks,,,
"Monday, February 13, 2023",13:00,USD,2,FOMC Member Bowman Speaks,,,
,16:00,USD,2,NY Fed 1-Year Consumer Inflation Expectations,5.00%,,5.00%
,16:30,USD,1,3-Month Bill Auction,4.68%,,4.59%
,16:30,USD,1,6-Month Bill Auction,4.84%,,4.76%
"Tuesday, February 14, 2023",11:00,USD,1,NFIB Small Business Optimism (Jan),90.3,90.9,89.8
,12:00,USD,2,OPEC Monthly Report,,,
,13:30,USD,2,Core CPI (YoY) (Jan),5.60%,5.50%,5.70%
,13:30,USD,3,Core CPI (MoM) (Jan),0.40%,0.40%,0.40%
,13:30,USD,1,Core CPI Index (Jan),302.7,,301.46
,13:30,USD,3,CPI (MoM) (Jan),0.50%,0.50%,0.10%
,13:30,USD,3,CPI (YoY) (Jan),6.40%,6.20%,6.50%
,13:30,USD,1,"CPI Index, n.s.a. (Jan)",299.17,298.66,296.8
,13:30,USD,1,"CPI Index, s.a (Jan)",300.54,,298.99
,13:30,USD,1,"CPI, n.s.a (MoM) (Jan)",0.80%,,-0.31%
,13:30,USD,1,Real Earnings (MoM) (Jan),0.70%,,0.10%
,13:55,USD,1,Redbook (YoY),4.90%,,4.30%
,16:00,USD,1,Cleveland CPI (MoM) (Jan),0.70%,,0.60%
,16:00,USD,1,Fed Logan Speaks,,,
,16:30,USD,2,FOMC Member Harker Speaks,,,
,19:05,USD,2,FOMC Member Williams Speaks,,,
,21:30,USD,2,API Weekly Crude Oil Stock,10.507M,0.321M,-2.184M
"Wednesday, February 15, 2023",9:00,USD,2,IEA Monthly Report,,,
,12:00,USD,1,MBA 30-Year Mortgage Rate,6.39%,,6.18%
,12:00,USD,1,MBA Mortgage Applications (WoW),-7.70%,,7.40%
,12:00,USD,1,MBA Purchase Index,179.6,,190
,12:00,USD,1,Mortgage Market Index,230.4,,249.5
,12:00,USD,1,Mortgage Refinance Index,480.5,,549.3
,13:30,USD,3,Core Retail Sales (MoM) (Jan),2.30%,0.80%,-0.90%
,13:30,USD,2,NY Empire State Manufacturing Index (Feb),-5.8,-18,-32.9
,13:30,USD,2,Retail Control (MoM) (Jan),1.70%,0.80%,-0.70%
,13:30,USD,3,Retail Sales (MoM) (Jan),3.00%,1.80%,-1.10%
,13:30,USD,1,Retail Sales (YoY) (Jan),6.38%,,5.89%
,13:30,USD,1,Retail Sales Ex Gas/Autos (MoM) (Jan),2.60%,,-0.40%
,14:15,USD,1,Capacity Utilization Rate (Jan),78.30%,79.00%,78.40%
,14:15,USD,2,Industrial Production (YoY) (Jan),0.79%,,1.15%
,14:15,USD,2,Industrial Production (MoM) (Jan),0.00%,0.50%,-1.00%
,14:15,USD,1,Manufacturing Production (MoM) (Jan),1.00%,0.80%,-1.80%
,15:00,USD,2,Business Inventories (MoM) (Dec),0.30%,0.30%,0.30%
,15:00,USD,1,NAHB Housing Market Index (Feb),42,37,35
,15:00,USD,2,Retail Inventories Ex Auto (Dec),0.40%,0.30%,-0.30%
,15:30,USD,3,Crude Oil Inventories,16.283M,1.166M,2.423M
,15:30,USD,1,EIA Refinery Crude Runs (WoW),-0.383M,,0.449M
,15:30,USD,1,Crude Oil Imports,-1.072M,,0.367M
,15:30,USD,2,Cushing Crude Oil Inventories,0.659M,,1.043M
,15:30,USD,1,Distillate Fuel Production,-0.155M,,-0.028M
,15:30,USD,1,EIA Weekly Distillates Stocks,-1.285M,0.447M,2.932M
,15:30,USD,1,Gasoline Production,-0.004M,,-0.350M
,15:30,USD,1,Heating Oil Stockpiles,-0.349M,,-0.115M
,15:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),-1.40%,0.30%,2.20%
,15:30,USD,1,Gasoline Inventories,2.317M,1.543M,5.008M
,18:00,USD,2,20-Year Bond Auction,3.98%,,3.68%
,20:30,USD,2,Fed's Balance Sheet,"8,385B",,"8,435B"
,21:00,USD,1,"US Foreign Buying, T-bonds (Dec)",20.00B,,54.20B
,21:00,USD,1,Overall Net Capital Flow (Dec),28.60B,,213.40B
,21:00,USD,2,TIC Net Long-Term Transactions (Dec),152.8B,,171.5B
,21:00,USD,1,TIC Net Long-Term Transactions including Swaps (Dec),142.10B,,165.40B
"Thursday, February 16, 2023",13:30,USD,1,PPI ex. Food/Energy/Transport (MoM) (Jan),0.60%,,0.20%
,13:30,USD,1,PPI ex. Food/Energy/Transport (YoY) (Jan),4.50%,,4.70%
,13:30,USD,1,Building Permits (MoM) (Jan),0.10%,,-1.00%
,13:30,USD,2,Building Permits (Jan),1.339M,1.350M,1.337M
,13:30,USD,2,Continuing Jobless Claims,"1,696K","1,695K","1,680K"
,13:30,USD,2,Core PPI (MoM) (Jan),0.50%,0.30%,0.30%
,13:30,USD,1,Core PPI (YoY) (Jan),5.40%,4.90%,5.80%
,13:30,USD,2,Housing Starts (MoM) (Jan),-4.50%,,-3.40%
,13:30,USD,2,Housing Starts (Jan),1.309M,1.360M,1.371M
,13:30,USD,3,Initial Jobless Claims,194K,200K,195K
,13:30,USD,1,Jobless Claims 4-Week Avg.,189.50K,,189.00K
,13:30,USD,3,Philadelphia Fed Manufacturing Index (Feb),-24.3,-7.4,-8.9
,13:30,USD,1,Philly Fed Business Conditions (Feb),1.7,,4.9
,13:30,USD,1,Philly Fed CAPEX Index (Feb),7.5,,10.5
,13:30,USD,2,Philly Fed Employment (Feb),5.1,,10.9
,13:30,USD,1,Philly Fed New Orders (Feb),-13.6,,-10.9
,13:30,USD,1,Philly Fed Prices Paid (Feb),26.5,,24.5
,13:30,USD,1,PPI (YoY) (Jan),6.00%,5.40%,6.50%
,13:30,USD,3,PPI (MoM) (Jan),0.70%,0.40%,-0.20%
,13:45,USD,2,FOMC Member Mester Speaks,,,
,15:30,USD,1,Natural Gas Storage,-100B,-109B,-217B
,16:30,USD,1,4-Week Bill Auction,4.51%,,4.52%
,16:30,USD,1,8-Week Bill Auction,4.65%,,4.60%
,18:00,USD,2,30-Year TIPS Auction,1.55%,,0.92%
,18:30,USD,2,FOMC Member Bullard Speaks,,,
,21:00,USD,1,Fed Governor Cook Speaks,,,
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,3.107T,,3.034T
,23:00,USD,2,FOMC Member Mester Speaks,,,
"Friday, February 17, 2023",12:30,USD,1,Import Price Index ex Petroleum (MoM),0.20%,,0.70%
,13:30,USD,2,Export Price Index (MoM) (Jan),0.80%,-0.20%,-3.20%
,13:30,USD,1,Export Price Index (YoY),2.30%,,4.30%
,13:30,USD,1,FOMC Member Barkin Speaks,,,
,13:30,USD,1,Import Price Index (YoY),0.80%,,3.00%
,13:30,USD,2,Import Price Index (MoM) (Jan),-0.20%,-0.20%,-0.10%
,13:45,USD,2,FOMC Member Bowman Speaks,,,
,15:00,USD,2,US Leading Index (MoM) (Jan),-0.30%,-0.30%,-0.80%
,18:00,USD,2,U.S. Baker Hughes Oil Rig Count,607,,609
,18:00,USD,2,U.S. Baker Hughes Total Rig Count,760,,761
"Tuesday, February 21, 2023",14:45,USD,3,S&P Global US Manufacturing PMI (Feb),47.8,47.1,46.9
,14:45,USD,2,S&P Global Composite PMI (Feb),50.2,47.5,46.8
,14:45,USD,3,S&P Global Services PMI (Feb),50.5,47.2,46.8
,15:00,USD,3,Existing Home Sales (Jan),4.00M,4.10M,4.03M
,15:00,USD,2,Existing Home Sales (MoM) (Jan),-0.70%,2.00%,-2.20%
,16:30,USD,1,3-Month Bill Auction,4.72%,,4.68%
,16:30,USD,1,6-Month Bill Auction,4.92%,,4.84%
,18:00,USD,2,2-Year Note Auction,4.67%,,4.14%
,18:00,USD,1,52-Week Bill Auction,4.80%,,4.47%
"Wednesday, February 22, 2023",12:00,USD,1,MBA 30-Year Mortgage Rate,6.62%,,6.39%
,12:00,USD,1,MBA Mortgage Applications (WoW),-13.30%,,-7.70%
,12:00,USD,1,MBA Purchase Index,147.1,,179.6
,12:00,USD,1,Mortgage Market Index,199.8,,230.4
,12:00,USD,1,Mortgage Refinance Index,469.9,,480.5
,13:55,USD,1,Redbook (YoY),5.30%,,4.90%
,18:00,USD,2,5-Year Note Auction,4.11%,,3.53%
,19:00,USD,3,FOMC Meeting Minutes,,,
,20:30,USD,2,Fed's Balance Sheet,"8,382B",,"8,385B"
,21:30,USD,2,API Weekly Crude Oil Stock,9.895M,1.233M,10.507M
,23:30,USD,2,FOMC Member Williams Speaks,,,
"Thursday, February 23, 2023",13:30,USD,1,Chicago Fed National Activity (Jan),0.23,,-0.46
,13:30,USD,2,Continuing Jobless Claims,"1,654K","1,700K","1,691K"
,13:30,USD,2,Core PCE Prices (Q4),4.30%,3.90%,4.70%
,13:30,USD,3,GDP (QoQ) (Q4),2.70%,2.90%,3.20%
,13:30,USD,2,GDP Price Index (QoQ) (Q4),3.90%,3.50%,4.40%
,13:30,USD,1,GDP Sales (Q4),1.20%,,4.50%
,13:30,USD,3,Initial Jobless Claims,192K,200K,195K
,13:30,USD,1,Jobless Claims 4-Week Avg.,191.25K,,189.75K
,13:30,USD,1,PCE Prices (Q4),3.70%,,4.30%
,13:30,USD,1,Real Consumer Spending (Q4),1.40%,,2.30%
,15:30,USD,1,Natural Gas Storage,-71B,-67B,-100B
,15:50,USD,2,FOMC Member Bostic Speaks,,,
,16:00,USD,3,Crude Oil Inventories,7.648M,2.083M,16.283M
,16:00,USD,1,EIA Refinery Crude Runs (WoW),-0.017M,,-0.383M
,16:00,USD,1,Crude Oil Imports,-1.357M,,-1.072M
,16:00,USD,2,Cushing Crude Oil Inventories,0.700M,,0.659M
,16:00,USD,1,Distillate Fuel Production,0.191M,,-0.155M
,16:00,USD,1,EIA Weekly Distillates Stocks,2.698M,-1.126M,-1.285M
,16:00,USD,1,Gasoline Production,0.339M,,-0.004M
,16:00,USD,1,Heating Oil Stockpiles,0.597M,,-0.349M
,16:00,USD,1,EIA Weekly Refinery Utilization Rates (WoW),-0.60%,-0.20%,-1.40%
,16:00,USD,1,Gasoline Inventories,-1.856M,0.108M,2.317M
,16:00,USD,1,KC Fed Composite Index (Feb),0,,-1
,16:00,USD,1,KC Fed Manufacturing Index (Feb),-9,,-4
,16:30,USD,1,4-Week Bill Auction,4.52%,,4.51%
,16:30,USD,1,8-Week Bill Auction,4.66%,,4.65%
,18:00,USD,2,7-Year Note Auction,4.06%,,3.52%
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,2.984T,,3.107T
"Friday, February 24, 2023",12:30,USD,2,Building Permits (Jan),1.339M,,1.337M
,12:30,USD,1,Building Permits (MoM) (Jan),0.10%,,-1.00%
,13:30,USD,3,Core PCE Price Index (YoY) (Jan),4.70%,4.30%,4.60%
,13:30,USD,3,Core PCE Price Index (MoM) (Jan),0.60%,0.40%,0.40%
,13:30,USD,2,PCE price index (MoM) (Jan),0.60%,0.50%,0.20%
,13:30,USD,2,PCE Price index (YoY) (Jan),5.40%,5.00%,5.30%
,13:30,USD,1,Personal Income (MoM) (Jan),0.60%,1.00%,0.30%
,13:30,USD,2,Personal Spending (MoM) (Jan),1.80%,1.30%,-0.10%
,13:30,USD,1,Real Personal Consumption (MoM) (Jan),1.10%,,-0.30%
,15:00,USD,2,Michigan 1-Year Inflation Expectations (Feb),4.10%,4.20%,3.90%
,15:00,USD,2,Michigan 5-Year Inflation Expectations (Feb),2.90%,2.90%,2.90%
,15:00,USD,2,Michigan Consumer Expectations (Feb),64.7,62.3,62.7
,15:00,USD,2,Michigan Consumer Sentiment (Feb),67,66.4,64.9
,15:00,USD,1,Michigan Current Conditions (Feb),70.7,72.6,68.4
,15:00,USD,3,New Home Sales (Jan),670K,620K,625K
,15:00,USD,2,New Home Sales (MoM) (Jan),7.20%,,7.20%
,15:15,USD,1,Fed Governor Jefferson Speaks,,,
,15:15,USD,2,FOMC Member Mester Speaks,,,
,18:00,USD,2,U.S. Baker Hughes Oil Rig Count,600,,607
,18:00,USD,2,U.S. Baker Hughes Total Rig Count,753,,760
,19:00,USD,1,Dallas Fed PCE (Jan),6.30%,,4.00%
,20:30,USD,1,CFTC Aluminium speculative net positions,5.9K,,5.9K
,20:30,USD,1,CFTC Copper speculative net positions,17.2K,,20.2K
,20:30,USD,1,CFTC Corn speculative net positions,296.8K,,277.4K
,20:30,USD,2,CFTC Crude Oil speculative net positions,243.8K,,249.8K
,20:30,USD,2,CFTC Gold speculative net positions,160.3K,,157.7K
,20:30,USD,2,CFTC Nasdaq 100 speculative net positions,-15.9K,,-25.3K
,20:30,USD,1,CFTC Natural Gas speculative net positions,-169.2K,,-171.0K
,20:30,USD,2,CFTC S&P 500 speculative net positions,-222.3K,,-209.0K
,20:30,USD,1,CFTC Silver speculative net positions,27.3K,,25.7K
,20:30,USD,1,CFTC Soybeans speculative net positions,178.4K,,155.2K
,20:30,USD,1,CFTC Wheat speculative net positions,-40.1K,,-48.3K
"Monday, February 27, 2023",13:30,USD,2,Core Durable Goods Orders (MoM) (Jan),0.70%,0.10%,-0.40%
,13:30,USD,3,Durable Goods Orders (MoM) (Jan),-4.50%,-4.00%,5.10%
,13:30,USD,1,Durables Excluding Defense (MoM) (Jan),-5.10%,,5.60%
,13:30,USD,1,Goods Orders Non Defense Ex Air (MoM) (Jan),0.80%,,-0.30%
,15:00,USD,2,Pending Home Sales (MoM) (Jan),8.10%,1.00%,1.10%
,15:00,USD,1,Pending Home Sales Index (Jan),82.5,,76.3
,15:30,USD,1,Dallas Fed Mfg Business Index (Feb),-13.5,,-8.4
,15:30,USD,1,Fed Governor Jefferson Speaks,,,
,16:30,USD,1,3-Month Bill Auction,4.75%,,4.72%
,16:30,USD,1,6-Month Bill Auction,4.94%,,4.92%
"Tuesday, February 28, 2023",13:30,USD,2,Goods Trade Balance (Jan),-91.50B,,-89.67B
,13:30,USD,2,Retail Inventories Ex Auto (Jan),0.20%,,0.10%
,13:30,USD,1,Wholesale Inventories (MoM),-0.40%,0.10%,0.10%
,13:55,USD,1,Redbook (YoY),5.30%,,5.30%
,14:00,USD,1,House Price Index (MoM) (Dec),-0.10%,-0.20%,-0.10%
,14:00,USD,1,House Price Index (YoY) (Dec),6.60%,,8.20%
,14:00,USD,1,House Price Index (Dec),392.1,,392.4
,14:00,USD,1,S&P/CS HPI Composite - 20 s.a. (MoM) (Dec),-0.50%,-0.50%,-0.50%
,14:00,USD,2,S&P/CS HPI Composite - 20 n.s.a. (YoY) (Dec),4.60%,5.80%,6.80%
,14:00,USD,2,S&P/CS HPI Composite - 20 n.s.a. (MoM) (Dec),-0.90%,,-0.80%
,14:30,USD,1,OPEC Crude Oil Production Algeria (Barrel),1.02M,,1.01M
,14:30,USD,1,OPEC Crude Oil Production Congo (Barrel),0.27M,,0.26M
,14:30,USD,1,OPEC Crude Oil Production Gabon (Barrel),0.19M,,0.19M
,14:30,USD,1,OPEC Crude Oil Production Guinea (Barrel),0.05M,,0.06M
,14:30,USD,1,OPEC Crude oil Production Iran (Barrel),2.60M,,2.58M
,14:30,USD,1,OPEC Crude oil Production Iraq (Barrel),4.40M,,4.47M
,14:30,USD,1,OPEC Crude Oil Production Kuwait (Barrel),2.68M,,2.65M
,14:30,USD,1,OPEC Crude Oil Production Libya (Barrel),1.15M,,1.15M
,14:30,USD,1,OPEC Crude Oil Production Nigeria (Barrel),1.39M,,1.27M
,14:30,USD,1,OPEC Crude oil Production Saudi Arabia (Barrel),10.45M,,10.44M
,14:30,USD,1,OPEC Crude oil Production UAE (Barrel),3.04M,,3.05M
,14:30,USD,1,OPEC Crude oil Production Venezuela (Barrel),0.68M,,0.66M
,14:45,USD,3,Chicago PMI (Feb),43.6,45,44.3
,15:00,USD,3,CB Consumer Confidence (Feb),102.9,108.5,106
,15:00,USD,1,Richmond Manufacturing Index (Feb),-16,-6,-11
,15:00,USD,1,Richmond Manufacturing Shipments (Feb),-15,,-3
,15:00,USD,1,Richmond Services Index (Feb),-3,,-6
,15:30,USD,1,Dallas Fed Services Revenues (Feb),6.6,,4.9
,15:30,USD,1,Texas Services Sector Outlook (Feb),-9.3,,-15
,18:00,USD,1,M2 Money Supply (MoM) (Jan),21.33T,,21.38T
,21:30,USD,2,API Weekly Crude Oil Stock,6.203M,0.440M,9.895M
