Date,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
,15:30,USD,1,Natural Gas Storage,-96B,-86B,-60B
,15:45,USD,1,OPEC Crude Oil Production Algeria (Barrel),0.91M,,0.96M
,15:45,USD,1,OPEC Crude Oil Production Congo (Barrel),0.25M,,0.27M
,15:45,USD,1,OPEC Crude Oil Production Gabon (Barrel),0.21M,,0.21M
,15:45,USD,1,OPEC Crude Oil Production Guinea (Barrel),0.06M,,0.05M
,15:45,USD,1,OPEC Crude oil Production Iran (Barrel),3.16M,,3.10M
,15:45,USD,1,OPEC Crude oil Production Iraq (Barrel),4.19M,,4.15M
,15:45,USD,1,OPEC Crude Oil Production Kuwait (Barrel),2.43M,,2.41M
,15:45,USD,1,OPEC Crude Oil Production Libya (Barrel),1.02M,,1.00M
,15:45,USD,1,OPEC Crude Oil Production Nigeria (Barrel),1.42M,,1.54M
,15:45,USD,1,OPEC Crude oil Production Saudi Arabia (Barrel),8.97M,,8.99M
,15:45,USD,1,OPEC Crude oil Production UAE (Barrel),2.93M,,2.92M
,15:45,USD,1,OPEC Crude oil Production Venezuela (Barrel),0.80M,,0.79M
,15:50,USD,2,FOMC Member Bostic Speaks,,,
,16:00,USD,1,Fed Goolsbee Speaks,,,
,16:00,USD,1,KC Fed Composite Index (Feb),-4,,-9
,16:00,USD,1,KC Fed Manufacturing Index (Feb),3,,-17
,16:30,USD,1,4-Week Bill Auction,5.29%,,5.29%
,16:30,USD,1,8-Week Bill Auction,5.29%,,5.28%
,16:30,USD,2,Atlanta Fed GDPNow (Q1),3.00%,3.20%,3.20%
,18:15,USD,2,FOMC Member Mester Speaks,,,
,21:30,USD,2,Fed's Balance Sheet,"7,568B",,"7,582B"
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,3.541T,,3.523T
,22:00,USD,1,Fed Goolsbee Speaks,,,
