Date,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
,13:30,USD,1,Wholesale Inventories (MoM),-0.20%,0.10%,0.10%
,15:30,USD,3,Crude Oil Inventories,1.609M,-0.933M,8.701M
,15:30,USD,1,EIA Refinery Crude Runs (WoW),0.518M,,0.105M
,15:30,USD,1,Crude Oil Imports,-0.665M,,0.259M
,15:30,USD,2,Cushing Crude Oil Inventories,1.854M,,0.858M
,15:30,USD,1,Distillate Fuel Production,0.060M,,0.185M
,15:30,USD,1,EIA Weekly Distillates Stocks,5.217M,-0.394M,-1.018M
,15:30,USD,1,Gasoline Production,-0.035M,,-0.043M
,15:30,USD,1,Heating Oil Stockpiles,0.003M,,-0.179M
,15:30,USD,1,EIA Weekly Refinery Utilization Rates (WoW),2.80%,,0.90%
,15:30,USD,1,Gasoline Inventories,1.764M,0.229M,0.749M
,18:45,USD,2,FOMC Member Mester Speaks,,,
,19:00,USD,2,Beige Book,,,
"Thursday, November 30, 2023",10:00,USD,2,OPEC Meeting,,,
,13:15,USD,1,OPEC Crude Oil Production Algeria (Barrel),0.97M,,0.96M
,13:15,USD,1,OPEC Crude Oil Production Congo (Barrel),0.26M,,0.26M
,13:15,USD,1,OPEC Crude Oil Production Gabon (Barrel),0.22M,,0.21M
,13:15,USD,1,OPEC Crude Oil Production Guinea (Barrel),0.06M,,0.06M
,13:15,USD,1,OPEC Crude oil Production Iran (Barrel),3.12M,,3.06M
,13:15,USD,1,OPEC Crude oil Production Iraq (Barrel),4.36M,,4.31M
,13:15,USD,1,OPEC Crude Oil Production Kuwait (Barrel),2.55M,,2.58M
,13:15,USD,1,OPEC Crude Oil Production Libya (Barrel),1.16M,,1.16M
,13:15,USD,1,OPEC Crude Oil Production Nigeria (Barrel),1.39M,,1.39M
,13:15,USD,1,OPEC Crude oil Production Saudi Arabia (Barrel),8.90M,,9.01M
,13:15,USD,1,OPEC Crude oil Production UAE (Barrel),2.92M,,2.92M
,13:15,USD,1,OPEC Crude oil Production Venezuela (Barrel),0.76M,,0.73M
,13:30,USD,2,Continuing Jobless Claims,"1,927K","1,872K","1,841K"
,13:30,USD,3,Core PCE Price Index (MoM) (Oct),0.20%,0.20%,0.30%
,13:30,USD,3,Core PCE Price Index (YoY) (Oct),3.50%,3.50%,3.70%
,13:30,USD,3,Initial Jobless Claims,218K,220K,211K
,13:30,USD,1,Jobless Claims 4-Week Avg.,220.00K,,220.50K
,13:30,USD,2,PCE price index (MoM) (Oct),0.00%,0.10%,0.40%
,13:30,USD,2,PCE Price index (YoY) (Oct),3.00%,3.00%,3.40%
,13:30,USD,1,Personal Income (MoM) (Oct),0.20%,0.20%,0.40%
,13:30,USD,2,Personal Spending (MoM) (Oct),0.20%,0.20%,0.70%
,13:30,USD,1,Real Personal Consumption (MoM) (Oct),0.20%,,0.30%
,14:05,USD,2,FOMC Member Williams Speaks,,,
,14:45,USD,3,Chicago PMI (Nov),55.8,45.4,44
,15:00,USD,2,Pending Home Sales (MoM) (Oct),-1.50%,-2.00%,1.00%
,15:00,USD,1,Pending Home Sales Index (Oct),71.4,,72.5
,15:30,USD,1,Natural Gas Storage,10B,-12B,-7B
,16:30,USD,1,4-Week Bill Auction,5.29%,,5.30%
,16:30,USD,1,8-Week Bill Auction,5.28%,,5.28%
,16:30,USD,2,Atlanta Fed GDPNow (Q4),1.80%,2.10%,2.10%
,16:45,USD,1,Dallas Fed PCE (Oct),2.70%,,4.10%
,21:30,USD,2,Fed's Balance Sheet,"7,796B",,"7,811B"
,21:30,USD,1,Reserve Balances with Federal Reserve Banks,3.395T,,3.455T
