Date,Time,Cur.,Imp.,Event,Actual,Forecast,Previous
,13:00,USD,1,House Price Index (MoM) (Feb),1.20%,0.10%,-0.10%
,13:00,USD,1,House Price Index (YoY) (Feb),7.00%,,6.50%
,13:00,USD,1,House Price Index (Feb),423,,417.8
,13:00,USD,1,S&P/CS HPI Composite - 20 s.a. (MoM) (Feb),0.60%,0.10%,0.20%
,13:00,USD,2,S&P/CS HPI Composite - 20 n.s.a. (YoY) (Feb),7.30%,6.70%,6.60%
,13:00,USD,2,S&P/CS HPI Composite - 20 n.s.a. (MoM) (Feb),0.90%,,-0.10%
,13:45,USD,3,Chicago PMI (Apr),37.9,44.9,41.4
,14:00,USD,3,CB Consumer Confidence (Apr),97,104,103.1
,14:30,USD,1,Dallas Fed Services Revenues (Apr),0.3,,4
,14:30,USD,1,Texas Services Sector Outlook (Apr),-10.6,,-5.5
,16:00,USD,1,OPEC Crude Oil Production Algeria (Barrel),0.90M,,0.90M
,16:00,USD,1,OPEC Crude Oil Production Congo (Barrel),0.26M,,0.25M
,16:00,USD,1,OPEC Crude Oil Production Gabon (Barrel),0.22M,,0.21M
,16:00,USD,1,OPEC Crude Oil Production Guinea (Barrel),0.06M,,0.05M
,16:00,USD,1,OPEC Crude oil Production Iran (Barrel),3.15M,,3.03M
,16:00,USD,1,OPEC Crude oil Production Iraq (Barrel),4.15M,,4.13M
,16:00,USD,1,OPEC Crude Oil Production Kuwait (Barrel),2.41M,,2.41M
,16:00,USD,1,OPEC Crude Oil Production Libya (Barrel),1.17M,,1.17M
,16:00,USD,1,OPEC Crude Oil Production Nigeria (Barrel),1.45M,,1.57M
,16:00,USD,1,OPEC Crude oil Production Saudi Arabia (Barrel),9.00M,,8.98M
,16:00,USD,1,OPEC Crude oil Production UAE (Barrel),2.92M,,2.92M
,16:00,USD,1,OPEC Crude oil Production Venezuela (Barrel),0.79M,,0.80M
,20:30,USD,3,API Weekly Crude Oil Stock,4.906M,-1.500M,-3.230M
