Event,Time_Delta,Coefficients,Intercept,R_squared,Explained_Variance_Ratio
Private Nonfarm Payrolls,60,[-0.00143531 -0.07237308],-0.07975085172480989,-213697654.8571993,[0.85331433 0.14668567]
Real Consumer Spending,5,[ 0.01419678 -0.01047919],0.06121939622794392,-0.018274297544450757,[0.75303072 0.24696928]
Real Consumer Spending,15,[ 0.03746091 -0.02833324],-0.05928875061455666,-0.11911898834864965,[0.75303072 0.24696928]
Real Consumer Spending,30,[ 0.07440965 -0.03926793],0.03688919899377395,-0.08554084411852769,[0.75303072 0.24696928]
Real Consumer Spending,60,[ 0.13117613 -0.23019873],-0.03192520596430813,-1.1208101693776165,[0.75303072 0.24696928]
Real Earnings (MoM),5,[-0.04418341  0.08955788],-0.002683986866612806,-0.003856556657752197,[0.9316942 0.0683058]
Real Earnings (MoM),15,[0.03426204 0.86225605],-0.00449612469224525,-0.05666530369382117,[0.9316942 0.0683058]
Real Earnings (MoM),30,[0.09861192 1.63317922],0.2553729642316617,-0.030176565562433533,[0.9316942 0.0683058]
Real Earnings (MoM),60,[-0.09600338  1.77349263],0.042021492253346115,-0.13393931078215804,[0.9316942 0.0683058]
Real Personal Consumption (MoM),5,[-0.01997549 -0.09869691],0.027932342608768732,0.015297893164380127,[0.86082635 0.13917365]
Real Personal Consumption (MoM),15,[-0.02913522 -0.02010891],0.03924728798092977,0.03437163635106544,[0.86082635 0.13917365]
Real Personal Consumption (MoM),30,[-0.01506214 -0.03450509],-0.020752492006548547,0.002512600149710442,[0.86082635 0.13917365]
Real Personal Consumption (MoM),60,[-0.15526908  0.06265651],0.029104161523987173,0.0842043685606908,[0.86082635 0.13917365]
Retail Control (MoM),5,[-0.01703107  0.01170572],0.013557923209082732,-0.013339404898624396,[0.85029765 0.14970235]
Retail Control (MoM),15,[-0.22380137 -0.65782843],-0.05207041636622465,-0.7949934311961635,[0.85029765 0.14970235]
Retail Control (MoM),30,[-0.05749179 -0.23879949],0.04710237786596932,-0.1429686350981645,[0.85029765 0.14970235]
Retail Control (MoM),60,[ 0.05405314 -0.08957887],0.22383132460377447,-0.0023905277503915023,[0.85029765 0.14970235]
Retail Inventories Ex Auto,5,[0.05375354 0.00827357],0.05349824237239348,0.019909892503167992,[0.61011777 0.38988223]
Retail Inventories Ex Auto,15,[0.04563993 0.00612971],0.0023360276441213414,0.010828533731370382,[0.61011777 0.38988223]
Retail Inventories Ex Auto,30,[0.12658925 0.01301639],-0.013796494887037318,0.035760161183265415,[0.61011777 0.38988223]
Retail Inventories Ex Auto,60,[ 0.1859068  -0.08469347],-0.1752873514772004,0.021582508819420143,[0.61011777 0.38988223]
Retail Sales (MoM),5,[ 0.01454894 -0.02432716],0.013557923209082732,0.010453168512880806,[0.81558976 0.18441024]
Retail Sales (MoM),15,[ 0.20471376 -0.67914254],-0.05207041636622465,0.13483294192753215,[0.81558976 0.18441024]
Retail Sales (MoM),30,[ 0.03138917 -0.25739538],0.047102377865969325,0.006484216776654339,[0.81558976 0.18441024]
Retail Sales (MoM),60,[0.02972571 0.01343868],0.22383132460377447,0.0034543695496297433,[0.81558976 0.18441024]
Retail Sales (YoY),5,[-0.03068639 -0.07639747],0.013557923209082732,-3.7563769155546503,[0.71252506 0.28747494]
Retail Sales (YoY),15,[-0.09600747 -0.40183411],-0.05207041636622467,-5.713092506239585,[0.71252506 0.28747494]
Retail Sales (YoY),30,[-0.11946404 -0.11967137],0.04710237786596931,-2.0313441879794656,[0.71252506 0.28747494]
Retail Sales (YoY),60,[-0.06370292  0.03798421],0.22383132460377447,-0.06232562562892752,[0.71252506 0.28747494]
Retail Sales Ex Gas/Autos (MoM),5,[ 0.01425217 -0.08654608],0.013557923209082737,-0.12756248003950654,[0.88064633 0.11935367]
Retail Sales Ex Gas/Autos (MoM),15,[ 0.23893164 -0.85248271],-0.05207041636622462,-0.7263489520725677,[0.88064633 0.11935367]
Retail Sales Ex Gas/Autos (MoM),30,[ 0.06381719 -0.29304455],0.04710237786596933,-0.18184034921712855,[0.88064633 0.11935367]
Retail Sales Ex Gas/Autos (MoM),60,[-0.02603022 -0.30088545],0.2238313246037745,-0.11034809597957085,[0.88064633 0.11935367]
S&P Global Composite PMI,5,[-0.01689907  0.00275064],-0.03535614679995984,-0.15634027920968285,[0.51844789 0.48155211]
S&P Global Composite PMI,15,[-0.02276363  0.02806343],0.05248816297065906,-4.522841278494108,[0.51844789 0.48155211]
S&P Global Composite PMI,30,[0.00070236 0.13533041],0.03935938385235052,-33.620597600175955,[0.51844789 0.48155211]
S&P Global Composite PMI,60,[-0.01976813  0.12221176],0.030311126739221827,-12.958199622393098,[0.51844789 0.48155211]
S&P Global Services PMI,5,[-0.01947608  0.01721513],-0.03535614679995984,-0.020831077304808376,[0.80833763 0.19166237]
S&P Global Services PMI,15,[-0.02326602 -0.03245733],0.05248816297065906,-0.011150680130687096,[0.80833763 0.19166237]
S&P Global Services PMI,30,[-0.03776765 -0.11558552],0.03935938385235053,-0.083906439920171,[0.80833763 0.19166237]
S&P Global Services PMI,60,[-0.03450441 -0.0581618 ],0.030311126739221827,-0.007117609766365662,[0.80833763 0.19166237]
S&P Global US Manufacturing PMI,5,[0.02682229 0.1634723 ],-0.06027028064501319,-1.1120586163794273,[0.86033129 0.13966871]
S&P Global US Manufacturing PMI,15,[0.0009548 0.0966523],-0.00769051878264863,-0.22156708471327136,[0.86033129 0.13966871]
S&P Global US Manufacturing PMI,30,[-0.00281412  0.09690659],-0.020025266507199786,-0.10232943702067554,[0.86033129 0.13966871]
S&P Global US Manufacturing PMI,60,[-0.00686661 -0.03749131],-0.05693724747196836,-0.008907841043595655,[0.86033129 0.13966871]
US Leading Index (MoM),5,[-0.01805502  0.03263562],0.027101870692233694,-0.005949156207917028,[0.82848575 0.17151425]
US Leading Index (MoM),15,[ 0.02486265 -0.10636725],0.21896791580189873,-0.01901623457497803,[0.82848575 0.17151425]
US Leading Index (MoM),30,[-0.05269882 -0.5218296 ],0.1546283012792468,-0.04727749489079125,[0.82848575 0.17151425]
US Leading Index (MoM),60,[-0.06714719 -0.66495303],0.10903552816246662,-0.038416459923754864,[0.82848575 0.17151425]
Unemployment Rate,5,[-0.03362494 -0.07293756],-0.11106643366189306,0.02873814835179822,[0.95829886 0.04170114]
Unemployment Rate,15,[ 0.00308584 -0.0663514 ],0.006780194980258131,-0.001970632049832499,[0.95829886 0.04170114]
Unemployment Rate,30,[-0.03309942 -0.47332713],-0.07044752971869223,0.026252577828791868,[0.95829886 0.04170114]
Unemployment Rate,60,[-0.01730201  0.08599705],-0.07975085172480989,-0.0022774614697484985,[0.95829886 0.04170114]
Unit Labor Costs,5,[-0.05979426  0.00344689],0.002820245708107587,-0.05784095089629604,[0.57468015 0.42531985]
Unit Labor Costs,15,[-0.08369263 -0.06720766],-0.044460170425369316,0.18212812490424535,[0.57468015 0.42531985]
Unit Labor Costs,30,[-0.11898614  0.05965414],-0.05011916409256011,-0.9646683924356481,[0.57468015 0.42531985]
Unit Labor Costs,60,[-0.23945169  0.04288932],0.01838863197855045,-0.17489523261127138,[0.57468015 0.42531985]
Wholesale Inventories (MoM),5,[ 0.0426246  -0.00554217],0.04144695098854637,-0.027988688054946698,[0.85121477 0.14878523]
Wholesale Inventories (MoM),15,[0.02130003 0.0565291 ],0.010243782661584877,-0.009710279673529332,[0.85121477 0.14878523]
Wholesale Inventories (MoM),30,[-0.02436932 -0.1815946 ],0.17587668786787913,-0.008719263986368908,[0.85121477 0.14878523]
Wholesale Inventories (MoM),60,[ 0.04368632 -0.43443809],0.20032612724386195,0.04943613692479176,[0.85121477 0.14878523]
Wholesale Trade Sales (MoM),5,[0.07170213 0.01375064],0.005881617481918727,-0.5110071219564174,[0.80472043 0.19527957]
Wholesale Trade Sales (MoM),15,[0.07628078 0.08066208],0.04547597398343849,-0.44624707218115645,[0.80472043 0.19527957]
Wholesale Trade Sales (MoM),30,[0.00344332 0.07501751],0.3031677194824357,-0.033358067414906545,[0.80472043 0.19527957]
Wholesale Trade Sales (MoM),60,[ 0.02927454 -0.02108247],0.4109691671843278,-0.004265102618954186,[0.80472043 0.19527957]
